text,sentiment,Content_Parsed
 Good morning and thank you for the re-tweet. Have a great day yourself.,positive, good morning thank -tweet great day 
today i salute all mothers and honour the feminine....and now its time for a beer,positive,today salute mother honour feminineand time beer
 thanks joeman!,positive, thank joeman
_hawt Hmm..  Interesting choice.,positive,_hawt hmm interest choice
My puppy Gizmo h8s me..  haha. He still growls @ me.  I always look back @ my long pruple scar on my fingie,positive, puppy gizmo h8s haha still growl @ always look back @ long pruple scar fingie
"making mashed potatoes, and vegies to go with `s t-bone steak for when he gets home",neutral,make mash potatoes vegies go ` -bone steak get home
" lol, don`t rub it in",neutral, lol ` rub 
Surf`s up this week - starting this afternoon,neutral,surf` week - start afternoon
", awe, me in work, no BBQ for moi this weekend",neutral, awe work bbq moi weekend
"The one day I do my hair, weather sucks  where is the sun?",negative, one day hair weather suck sun
I didn`t get the job  but I will keep applying to other school.....I do want to teach!!!,neutral, ` get job keep apply schooli want teach
"Wanna know a not fun way to wake up? Having a panic attack and not being able to breath for no **** reason, that **** sucked",negative,wanna know fun way wake panic attack able breath **** reason **** suck
"To make a long day short--I did nothing. =D well, I had some friends over they just left (3:55am) We have been drinking since 9.  Smashed",neutral, make long day short-- nothing = well friends leave (355am) drink since 9 smash
 thanks so much! we love fanmail  talk to us anytime,positive, thank much love fanmail talk us anytime
" WGN in Chicago used to be the calm airing of ideas, but in the last 30 days they changed the programing to sound-bite shouting",neutral, wgn chicago use calm air ideas last 30 days change program sound-bite shout
 that`s dope!  stay out of trouble,neutral, ` dope stay trouble
 http://twitpic.com/3bnas - oh my god! you`re adorable! ilove you so much  you are my inspiration Nick!,positive, http//twitpiccom/3bnas - oh god ` adorable ilove much inspiration nick
 Awe - didn`t know cats got skin cancer,negative, awe - ` know cat get skin cancer
_lou hahah hopefully!  enjoy your day,positive,_lou hahah hopefully enjoy day
" If I end up working in DC, GMU is on my 'short list' for Masters No. 2. Started Sys Eng program in the 90`s; never finished.",neutral, end work dc gmu hort list' master 2 start sys eng program 90` never finish
"Tati, I sent you an emal doll, did you get it?    ",neutral,tati send emal doll get 
Bored...um...Song of the day: 'I caught myself by Paramore' and 'No good deed from the musical Wicked'  Oh! And Fully Alive by Flyleaf!!!,negative,boredumsong day ' catch paramore' ' good deed musical wicked' oh fully alive flyleaf
my hair hurts,negative, hair hurt
"thinks something and okay, goodluck ako.  http://plurk.com/p/x2bnl",positive,think something okay goodluck ako http//plurkcom/p/x2bnl
" this is twistory... in the making. Yeah, I stole that one from you",neutral, twistory make yeah steal one 
People are just pisssing me offf. Ugh,negative,people piss offf ugh
seen loads of new photos and stuff of new moon and cant wait  lol (L) Taylor lautner lol   takes his shirt off 3 times yum =]... lol,positive,see load new photos stuff new moon cant wait lol (l) taylor lautner lol take shirt 3 time yum =] lol
 Soetimes I envy those who have spent their whole lives in one place and have deep roots... the grass on the other side syndrome!,neutral, soetimes envy spend whole live one place deep root grass side syndrome
 yeah bit it is overheating a bit and the AC died.,negative, yeah bite overheat bite ac die
ok so i`m a lil happier now.. i hope i fixd my emails.. hope they weren`t hacked although it seemed really suspicious!!,neutral,ok ` lil happier hope fixd email hope ` hack although seem really suspicious
"awww, watching 18 y.o. britney on snl. she`s so young and cute and really funny! i miss this britney",positive,awww watch 18 yo britney snl ` young cute really funny miss britney
"The Wedding is over everyone has gone home, newlyweds are off to Canada and finally, there is quiet! And I`m late for work",neutral, wed everyone go home newlyweds canada finally quiet ` late work
Work soon. Lame going to miss the   Go Lakers! Hope you win!!!!,negative,work soon lame go miss go lakers hope win
 looking forward to your mandarin album.  Hope that you will come Singapore again,positive, look forward mandarin album hope come singapore 
 tom is not with u!  hahahahahahhah he`s with my bff,neutral, tom u hahahahahahhah ` bff
" heh, thats the same theme I used on http://leetbix.net",neutral, heh thats theme use http//leetbixnet
 Wahey! Fancy meeting you here  Thanks for the tweet and great to be twittered together,positive, wahey fancy meet thank tweet great twitter together
"ugh, not sure i have the patience or remaining intelligence at this point in the day (week?) to refactor and rewrite this package of code",positive,ugh sure patience remain intelligence point day (week) refactor rewrite package code
 wishing i could be in sï¿½o paulo for the show  but fortunately i went to the brasilia one! haha,positive, wish could sï¿½o paulo show fortunately go brasilia one haha
 Loved the comment on flashcads! I`m old school too!,positive, love comment flashcads ` old school 
1 more day!,neutral,1 day
" cant say i havee, im at james` but i did some rs yesterdayy!. im learning my quotess",positive, cant say havee im james` rs yesterdayy im learn quote
"Listening to music, Texting . umm Msn lol.  bit bored . lol. Garth Brooks wooo i love him hehe . <3",positive,listen music texting umm msn lol bite bore lol garth brook wooo love hehe <3
" I`m originally from Seattle, I`ve just lived everywhere else, including Many places in the south",neutral, ` originally seattle ` live everywhere else include many place south
each day is a new beginning,positive, day new begin
 Sounds like fun  LoL. At least you still have some hair right?  how was the weekend?,positive, sound like fun lol least still hair right weekend
"  Still dealing with quite a bit of pain, will jump off here soon to lay down,very frustrating  Thanks 4 asking",negative, still deal quite bite pain jump soon lay downvery frustrate thank 4 ask
_rashid reeeaaaally... why though??  ew i hate stockings,negative,_rashid reeeaaaally though ew hate stock
Now I feel sick.,negative, feel sick
 nice new profile picture! Glad to see some friends in there,positive, nice new profile picture glad see friends 
"_mcflyandjb in heaven, i`ll go everywhere",neutral,_mcflyandjb heaven ` go everywhere
Addicted to Glee... watching the video over and over again....I should be out,negative,addict glee watch video againi 
 Sorry to disappoint. Not a big Nascar fan but I`m still an all-around decent redneck other than that.,negative, sorry disappoint big nascar fan ` still -around decent redneck 
"  I may see the sun come up. All my bits are sore today - but life is still grand  Tomorrow is a new day! Sleep well, Friend!",neutral, may see sun come bits sore today - life still grand tomorrow new day sleep well friend
 girl i am buying & posting your pressie tomorrow but i have no **** clue what to get you so i`m sorry if you hate it,negative, girl buy & post pressie tomorrow **** clue get ` sorry hate 
 omgsh i know  i`m dealing with that rite now. its no fun!,negative, omgsh know ` deal rite fun
 *hug* yep I hate that meself,negative, *hug* yep hate meself
 the washer se chingo  ha  ha!! I`m busting my grandma lucia waaaaay back in the early 90`s lol,neutral, washer se chingo ha ha ` bust grandma lucia waaaaay back early 90` lol
GOODNiGHT...HAPPY MOTHERS DAY TO ALL THE MAMi`S ON TWiTTER,positive,goodnighthappy mother day mami` twitter
" I think if I was Kirk, I would have probably stolen that sweet ride from you too.  Fancy in car phone ya talk through GG.",neutral, think kirk would probably steal sweet ride fancy car phone ya talk gg
My Monday has been going extremely well. Not what I expected at all!,positive, monday go extremely well expect 
Good Morning! Looking Forward To Listening To THE PRODIGY On Radio 1 Big Weekend.  Brought Their Album Yesterday!! =P AMAIZE Tbqh. x,positive,good morning look forward listen prodigy radio 1 big weekend bring album yesterday =p amaize tbqh x
**** EM,negative,**** em
 that was not Venessa that was me..,neutral, venessa 
" i miss you too; i need to talk to you, i keep screwing up ..  lovee u !",positive, miss need talk keep screw lovee u 
my grandpa was telling me how they used to cut up human bodies in med school,neutral, grandpa tell use cut human body med school
_ http://twitpic.com/4wi78 - hmm thats the BU tour list...but thats so cool!  and why does it say 2008?...,positive,_ http//twitpiccom/4wi78 - hmm thats bu tour listbut thats cool say 2008
Just had my hair cut it looks like ****,negative, hair cut look like ****
"rt  #barcampbkk3 for entertainment at night, bring your favourite mp3s .. there should be a way we can enjoy music together",positive,rt #barcampbkk3 entertainment night bring favourite mp3s way enjoy music together
Trying to figure out how to personalize my downloaded Wordpress blog!  Not as easy as I was hoping   Any suggestions?,negative,try figure personalize download wordpress blog easy hop suggestions
    _Geronimo    Thanks for sharing with your friends!,positive, _geronimo thank share friends
: I know!! Im so excited. We cant go earlierrr than the afternoon?  I love you tooz <3,positive, know im excite cant go earlierrr afternoon love tooz <3
Any city person want to trade n live in the country? House comes w racoons n skunks livin under deck. *sigh*,neutral, city person want trade n live country house come w racoons n skunk livin deck *sigh*
Time for a clean up.,neutral,time clean 
going to work nightshift....,neutral,go work nightshift
